,tweet
20582," my comment last march - anthony weiner is a sick pervert, you think he will change? he will never change."
20583," my int. on obama s falling poll numbers, americans losing incentive to work and weiner s sexting"
20584," ""in love with the best book that i ever read ! ""why we want you to be rich"" and robert kiyosaki"""
20585," "" please post a daily vine saying 'obama you're fired'! thank you!"""
20586, today obama will give another speech on the economy. tomorrow our country will still be $17t+ in debt with 18% real unemployment.
20587, why is pursuing environment destroying windmils when quit because of no (cont)
20588, thanks.
20589, thanks.
20590," "" great interview with greta! ""america has lost incentive!"" "" thanks and true."
20591, we all know that chess is a game of strategy. so is busines. think about that and develop a strategy starting today.
20592," "".: long term goal >>> to be the black 4real"".great dean, and you will make it!"
20593, watch the first re: anthony weiner-
20594," courage is being scared to death, but saddling up anyway. - john wayne"
20595," more and more reporters are using the word trump when refering to wining--just used on blomberg news. ge, i wonder why?"
20596," "": i really love reading your boks. you should write more boks!"" thanks!"
20597," "": open up your linkedin account today and you may see this article about , w'68. """
20598," "": i wish i had your confidence!"" win, win, win and you will develop great confidence!"
20599," "": if ran for president i would so support him!""thanks grady!"
20600," "": what advice would you give to someone who is really addicted to alcohol???"" tough deal but can be licked-a."
20601," "": i think you would make a great president of the united states because you are an amazing leader"" thank you!"
20602," "": if you were the president how long would it take for you to erase the u.s. debt deficit?"" not very long!"
20603," "": do you honestly think you could run this country beyond the financial side of things?"" absolutely!"
20604," "": well vatenfal shoulda come to you for advice."" they were too arrogant and too stupid-aberden turbines=losers"
20605," "": the wall street journal believes that china will over take the us in built assets by next year. question."
20606," "": is it time for another season of celebrity apprentice yet?!"" very son!"
20607," "": give me a good reason why i shouldn't unfolow you"" because you can't live without.me or my extreme knowledge!"
20608," vatenfal, the promoter of the money losing wind farm plan in aberden, scotland, just took a loss of $4.6 billion after dumb european move"
20609," "": when will charlote see ""trump"" as part of the skyline?"" already have a great job there, trump national."
20610," "": you are always on point with your coments! always real."" thank you adam."
20611," "": will next be trumped? only if vince wants to break our ratings and pay-per-view record!"
20612," blomberg news - spain's renewable projects, lead by money losing wind turbines, facing bankruptcy. hopefully scotland is watching!"
20613, true!
20614," "": family is the us version of the royal family!"" no, but thank you so much!"
20615," "": i feel like the only people who hate are people who can't handle the truth...he tels it how it is."""
20616," "": only one i can think of to fix this spending problem."""
20617," "": i bet if he were running this country, we wouldn't be in this mes!!""true-great again!"
20618," "": she agres with you on anthony wiener a/k/a carlos danger...we then agree on something"
20619," "": so!..... are you running in 2016 or no? we need you!!"""
20620," "": how is it even possible to recover from 17trilion in debt?"" with great.leadership it is easy!"
20621," "": big fan mr. trump, you're howard's most honest guest. trump 2016 !"" always fun to do howard's show."
20622," "": we want you to run again in 2016! you'd be great with picking this country back up again"""
20623, thsnk you.
20624," "": trump 2016 the only real public figure who knows how to fix this country!!"" true!"
20625," "": wonderful job ""on the record""! i think you are tops!"""
20626," "": : i know anthony weiner and he's a real sick pupy."""
20627," "": ...you always speak the truth!!!"
20628," "": ""they don't have the incentive to move forward""- literally hit the nail on the head about welfare. amen"""
20629," "": great interview donald. please run for president in 2016"""
20630," "": ""he's a very sick pupy. he's got a perversion."" - puling no punches re: weiner ("
20631," "": why is not running this country??? he is a genius and gets it."""
20632, just amazing!
20633, greta in a few minutes-wil be interesting!
20634," "": cant wait one of the best shows on tv"" it will be a great season with our best cast ever!"
20635," "": is your fued with over?"" no, it will never end, but she has become totally irelevant!"
20636, thanks.
20637," "": dany zuker is irelevant."" so true!"
20638," "": please help this widow who lost her veteran husband. please donate even if its a dolar."
20639," "": any news on a new celebrity aprentice?"" going forward as soon as i get the time to shot!"
20640," "": is your war with over with?"" who is dany zuker?"
20641," "": i wonder if i can get a birthday tweet from for my birthday... that would be awesome!"""
20642," "": is ny so out of touch they would vote in weiner?"" in this crazy world, anything is posible!"
20643," "": will prob state facts and people will get mad cause they can't handle the truth!"" so true!"
20644," "": i want to be just like when i grow up trumpforpresident"" go for it!"
20645," "": your wisdom surpases all representing this country! i pray you run!"" thanks, we can all use the prayers"
